year,Name,Title,ActorId,ActorId,MovieId,Country,genre
1996,Pierce Brosnan,Mars Attacks!,751,751,583,America,Comedy
1993,Pierce Brosnan,Mrs. Doubtfire,751,751,288,America,Comedy
1999,Pierce Brosnan,The World Is Not Enough,751,751,129,America,#N/A
1997,Pierce Brosnan,Tomorrow Never Dies,751,751,819,America,#N/A
2015,Pierre Coffin,Minions,657,657,761,Asia,Animation
2002,Qi Shu,The Transporter,18,18,907,America,#N/A
#N/A,Queen Latifah,Stranger Than Fiction,193,193,719,#N/A,Comedy
1996,Quentin Tarantino,From Dusk Till Dawn,837,837,826,America,#N/A
2009,Quinton Aaron,The Blind Side,801,801,809,Asia,Biography
1987,R. Lee Ermey,Full Metal Jacket,1441,1441,216,America,Drama
2008,Rachel Bilson,Jumper,1095,1095,706,Other countries,#N/A
2001,Rachel Griffiths,Blow,1645,1645,975,Asia,Biography
2016,Rachel House,Moana,63,63,416,America,Comedy
2013,Rachel McAdams,About Time,803,803,523,America,Comedy
2016,Rachel McAdams,Doctor Strange,803,803,19,America,#N/A
2004,Rachel McAdams,Mean Girls,803,803,230,Europe,Comedy
2011,Rachel McAdams,Midnight in Paris,803,803,334,America,Romance
2009,Rachel McAdams,Sherlock Holmes,803,803,50,Other countries,#N/A
2011,Rachel McAdams,Sherlock Holmes: A Game of Shadows,803,803,44,Asia,#N/A
#N/A,Rachel McAdams,Southpaw,803,803,943,#N/A,Sport
2015,Rachel McAdams,Spotlight,803,803,649,Other countries,Drama
2004,Rachel McAdams,The Notebook,803,803,139,America,Romance
2012,Rachel McAdams,The Vow,803,803,285,America,Romance
2005,Rachel McAdams,Wedding Crashers,803,803,784,Asia,Romance
1990,Rachel Ticotin,Total Recall,458,458,573,America,#N/A
2005,Rachel Weisz,Constantine,501,501,242,America,#N/A
2001,Rachel Weisz,Enemy at the Gates,501,501,451,America,Drama
2013,Rachel Weisz,Oz the Great and Powerful,501,501,986,America,#N/A
2012,Rachel Weisz,The Bourne Legacy,501,501,454,America,#N/A
2006,Rachel Weisz,The Fountain,501,501,390,America,Drama
#N/A,Rachel Weisz,The Lobster,501,501,436,#N/A,Romance
1999,Rachel Weisz,The Mummy,501,501,261,Other countries,#N/A
2001,Rachel Weisz,The Mummy Returns,501,501,192,America,#N/A
2012,Rachel Wood,Dredd,1274,1274,936,Other countries,#N/A
2004,Radha Mitchell,Finding Neverland,1823,1823,831,America,Biography
2004,Radha Mitchell,Man on Fire,1823,1823,942,America,Drama
2002,Radha Mitchell,Phone Booth,1823,1823,53,Other countries,#N/A
2000,Radha Mitchell,Pitch Black,1823,1823,163,America,Sci-Fi
#N/A,Radha Mitchell,Silent Hill,1823,1823,310,#N/A,#N/A
2009,Radha Mitchell,Surrogates,1823,1823,723,America,#N/A
2015,Raffey Cassidy,Tomorrowland,807,807,563,America,#N/A
2010,Ralph Fiennes,Clash of the Titans,1827,1827,969,Asia,#N/A
2002,Ralph Fiennes,Red Dragon,1827,1827,964,America,Drama
1993,Ralph Fiennes,Schindler's List,1827,1827,312,America,Biography
#N/A,Ralph Fiennes,Spectre,1827,1827,102,#N/A,#N/A
1996,Ralph Fiennes,The English Patient,1827,1827,817,America,Romance
2014,Ralph Fiennes,The Grand Budapest Hotel,1827,1827,487,America,Comedy
2008,Ralph Fiennes,The Reader,1827,1827,953,Other countries,Romance
2012,Ralph Fiennes,Wrath of the Titans,1827,1827,750,Other countries,#N/A
2011,Ramon Rodriguez,Battle Los Angeles,538,538,294,America,#N/A
2014,Randall Park,The Interview,350,350,923,America,Comedy
2012,Randy Couture,The Expendables 2,201,201,335,Europe,#N/A
2005,Randy Quaid,Brokeback Mountain,1340,1340,341,America,Romance
2004,Raoul Bova,AVP: Alien vs. Predator,795,795,642,America,#N/A
2006,Raoul Max Trujillo,Apocalypto,823,823,512,America,Drama
2009,Rashida Jones,"I Love You, Man",949,949,159,Other countries,Romance
1939,Ray Bolger,The Wizard of Oz,1321,1321,546,America,#N/A
1990,Ray Liotta,Goodfellas,140,140,61,America,Biography
2001,Ray Liotta,Hannibal,140,140,397,Other countries,Drama
2003,Ray Liotta,Identity,140,140,847,America,#N/A
2002,Ray Romano,Ice Age,22,22,629,Other countries,Comedy
2012,Ray Romano,Ice Age: Continental Drift,22,22,144,Asia,Comedy
2009,Ray Romano,Ice Age: Dawn of the Dinosaurs,22,22,37,America,Animation
2006,Ray Romano,Ice Age: The Meltdown,22,22,845,America,Comedy
#N/A,Ray Sahetapy,Serbuan maut,827,827,392,#N/A,#N/A
2010,Ray Stevenson,The Book of Eli,667,667,79,Asia,Drama
#N/A,Rebecca Ferguson,Mission: Impossible - Rogue Nation,114,114,238,#N/A,#N/A
2010,Rebecca Hall,The Town,410,410,843,America,Drama
2014,Rebecca Hall,Transcendence,410,410,307,Asia,Drama
2008,Rebecca Hall,Vicky Cristina Barcelona,410,410,384,Asia,Romance
2012,Rebel Wilson,Pitch Perfect,447,447,305,America,Romance
1999,Reese Witherspoon,Cruel Intentions,671,671,782,America,Romance
#N/A,Reese Witherspoon,Legally Blonde,671,671,590,#N/A,Romance
2012,Reese Witherspoon,This Means War,671,671,56,Asia,Romance
2005,Reese Witherspoon,Walk the Line,671,671,142,Other countries,Music
#N/A,Reginald Gardiner,The Great Dictator,1010,1010,375,#N/A,Comedy
1988,Reginald VelJohnson,Die Hard,735,735,455,Other countries,#N/A
1990,Reginald VelJohnson,Die Hard 2,735,735,290,America,#N/A
1989,Rene Auberjonois,The Little Mermaid,432,432,709,Other countries,Animation
2014,Rene Russo,Nightcrawler,1510,1510,790,Asia,Drama
2015,Rene Russo,The Intern,1510,1510,302,Asia,Comedy
2001,Renée Zellweger,Bridget Jones's Diary,225,225,634,Other countries,Romance
2002,Renée Zellweger,Chicago,225,225,689,America,Comedy
2005,Renée Zellweger,Cinderella Man,225,225,721,America,Biography
1996,Renée Zellweger,Jerry Maguire,225,225,507,America,Romance
2000,Renée Zellweger,"Me, Myself & Irene",225,225,265,Asia,Comedy
#N/A,Rex Everhart,Beauty and the Beast,733,733,38,#N/A,Animation
2007,Rhona Mitra,Shooter,375,375,627,America,Drama
1999,Rhys Ifans,Notting Hill,1355,1355,612,Other countries,Romance
2012,Rhys Ifans,The Amazing Spider-Man,1355,1355,9,Asia,Sci-Fi
2009,Ricardo Darín,El secreto de sus ojos,1148,1148,513,America,Romance
2012,Richard Armitage,The Hobbit: An Unexpected Journey,14,14,1,America,#N/A
2014,Richard Armitage,The Hobbit: The Battle of the Five Armies,14,14,625,America,#N/A
2013,Richard Armitage,The Hobbit: The Desolation of Smaug,14,14,224,Asia,#N/A
1993,Richard Attenborough,Jurassic Park,1625,1625,737,Other countries,#N/A
1963,Richard Attenborough,The Great Escape,1625,1625,947,America,Drama
#N/A,Richard Crenna,First Blood,1721,1721,999,#N/A,#N/A
1981,Richard DeManincor,The Evil Dead,132,132,996,America,#N/A
1977,Richard Dreyfuss,Close Encounters of the Third Kind,345,345,658,America,Drama
#N/A,Richard Dreyfuss,Jaws,345,345,157,#N/A,Drama
1990,Richard Farnsworth,Misery,1314,1314,832,America,Drama
2002,Richard Gere,Chicago,1255,1255,689,America,Comedy
#N/A,Richard Gere,Hachi: A Dog's Tale,1255,1255,617,#N/A,Drama
1990,Richard Gere,Pretty Woman,1255,1255,223,Other countries,Romance
1996,Richard Gere,Primal Fear,1255,1255,786,America,Drama
2004,Richard Griffiths,Harry Potter and the Prisoner of Azkaban,866,866,937,America,#N/A
2002,Richard Harris,Harry Potter and the Chamber of Secrets,416,416,363,America,#N/A
2001,Richard Harris,Harry Potter and the Sorcerer's Stone,416,416,324,America,#N/A
#N/A,Richard Harris,Unforgiven,416,416,18,#N/A,Drama
1965,Richard Haydn,The Sound of Music,1779,1779,789,America,Biography
#N/A,Richard Jenkins,Jack Reacher,1157,1157,663,#N/A,#N/A
2008,Richard Jenkins,Step Brothers,1157,1157,939,Asia,Comedy
1982,Richard Masur,The Thing,455,455,967,Other countries,#N/A
1999,Richard McCabe,Notting Hill,120,120,612,Other countries,Romance
2004,Richard Roxburgh,Van Helsing,1182,1182,296,Other countries,#N/A
2006,Ricky Gervais,Night at the Museum,1634,1634,2,America,Comedy
2012,Rihanna,Battleship,740,740,988,Other countries,#N/A
2013,Rila Fukushima,The Wolverine,713,713,730,Other countries,#N/A
2013,Rinko Kikuchi,Pacific Rim,1345,1345,868,America,#N/A
2004,Rip Torn,Dodgeball: A True Underdog Story,925,925,445,America,Comedy
#N/A,Rip Torn,Men in Black II,925,925,982,#N/A,Comedy
1986,River Phoenix,Stand by Me,20,20,203,America,Drama
2014,Riz Ahmed,Nightcrawler,127,127,790,Asia,Drama
2002,Rob Maxey,Road to Perdition,966,966,34,America,Drama
2004,Rob Schneider,50 First Dates,1622,1622,82,,Romance
2004,Rob Tinkler,Harold & Kumar Go to White Castle,1703,1703,306,,Comedy
#N/A,Robby Benson,Beauty and the Beast,612,612,38,,Animation
2007,Robert Carlyle,28 Weeks Later,1100,1100,168,,Drama
1999,Robert Carlyle,The World Is Not Enough,1100,1100,129,,#N/A
1985,Robert De Niro,Brazil,293,293,199,,Drama
1995,Robert De Niro,Casino,293,293,545,,Drama
1990,Robert De Niro,Goodfellas,293,293,61,,Biography
1995,Robert De Niro,Heat,293,293,489,,Drama
2011,Robert De Niro,Limitless,293,293,122,,Sci-Fi
2010,Robert De Niro,Machete,293,293,977,,#N/A
2004,Robert De Niro,Meet the Fockers,293,293,8,,Romance
2000,Robert De Niro,Meet the Parents,293,293,188,,Romance
1984,Robert De Niro,Once Upon a Time in America,293,293,357,,Drama
1980,Robert De Niro,Raging Bull,293,293,853,,Biography
1998,Robert De Niro,Ronin,293,293,798,,#N/A
2012,Robert De Niro,Silver Linings Playbook,293,293,274,,Romance
1996,Robert De Niro,Sleepers,293,293,406,,Drama
1976,Robert De Niro,Taxi Driver,293,293,60,,Drama
1978,Robert De Niro,The Deer Hunter,293,293,283,,Drama
1974,Robert De Niro,The Godfather: Part II,293,293,493,,Drama
2015,Robert De Niro,The Intern,293,293,302,,Comedy
1987,Robert De Niro,The Untouchables,293,293,366,,Drama
2015,Robert Downey Jr.,Avengers: Age of Ultron,639,639,270,,#N/A
2016,Robert Downey Jr.,Captain America: Civil War,639,639,810,,#N/A
2014,Robert Downey Jr.,Chef,639,639,259,,Comedy
2010,Robert Downey Jr.,Due Date,639,639,606,,Comedy
2008,Robert Downey Jr.,Iron Man,639,639,172,,#N/A
2010,Robert Downey Jr.,Iron Man 2,639,639,249,,#N/A
2013,Robert Downey Jr.,Iron Man Three,639,639,226,,#N/A
2005,Robert Downey Jr.,Kiss Kiss Bang Bang,639,639,673,,Comedy
2009,Robert Downey Jr.,Sherlock Holmes,639,639,50,,#N/A
2011,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows,639,639,44,,#N/A
2012,Robert Downey Jr.,The Avengers,639,639,906,,#N/A
2014,Robert Downey Jr.,The Judge,639,639,677,,Drama
2008,Robert Downey Jr.,Tropic Thunder,639,639,539,,Comedy
2007,Robert Downey Jr.,Zodiac,639,639,119,,Drama
1979,Robert Duvall,Apocalypse Now,775,775,570,,Drama
1974,Robert Duvall,The Godfather: Part II,775,775,493,,Drama
2014,Robert Duvall,The Judge,775,775,677,,Drama
2009,Robert Duvall,The Road,775,775,946,,Drama
#N/A,Robert Englund,A Nightmare on Elm Street,244,244,272,,#N/A
1997,Robert Forster,Jackie Brown,1268,1268,631,,Drama
1980,Robert Hays,Airplane!,1584,1584,902,,Comedy
1988,Robert Loggia,Big,475,475,201,,Comedy
#N/A,Robert Patrick,Safe House,9,9,622,,#N/A
1991,Robert Patrick,Terminator 2: Judgment Day,9,9,783,,#N/A
2005,Robert Patrick,Walk the Line,9,9,142,,Music
2011,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 1,1537,1537,515,,Drama
#N/A,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,1537,1537,531,,Drama
2010,Robert Pattinson,The Twilight Saga: Eclipse,1537,1537,383,,Drama
2009,Robert Pattinson,The Twilight Saga: New Moon,1537,1537,112,,Drama
2008,Robert Pattinson,Twilight,1537,1537,766,,Romance
#N/A,Robert Redford,Butch Cassidy and the Sundance Kid,295,295,636,,Biography
2014,Robert Redford,Captain America: The Winter Soldier,295,295,566,,#N/A
1973,Robert Redford,The Sting,295,295,427,,Comedy
1989,Robert Sean Leonard,Dead Poets Society,1156,1156,520,,Comedy
#N/A,Robert Shaw,Jaws,462,462,157,,Drama
1973,Robert Shaw,The Sting,462,462,427,,Comedy
#N/A,Robert Wagner,Austin Powers: The Spy Who Shagged Me,277,277,10,,Comedy
1989,Robert Wuhl,Batman,1506,1506,248,,#N/A
1993,Roberta Maxwell,Philadelphia,643,643,560,,Drama
1997,Roberto Benigni,La vita è bella,1754,1754,618,,Romance
1992,Robin Williams,Aladdin,260,260,732,,Comedy
1989,Robin Williams,Dead Poets Society,260,260,520,,Comedy
1997,Robin Williams,Good Will Hunting,260,260,754,,Romance
1991,Robin Williams,Hook,260,260,45,,Comedy
#N/A,Robin Williams,Insomnia,260,260,330,,Drama
1995,Robin Williams,Jumanji,260,260,729,,Comedy
1993,Robin Williams,Mrs. Doubtfire,260,260,288,,Comedy
1994,Robin Wright,Forrest Gump,1466,1466,299,,Romance
2011,Robin Wright,Moneyball,1466,1466,948,,Biography
1987,Robin Wright,The Princess Bride,1466,1466,314,,#N/A
2000,Robin Wright,Unbreakable,1466,1466,231,,Drama
1990,Rodney A. Grant,Dances with Wolves,1051,1051,990,,Drama
1994,Rodney Dangerfield,Natural Born Killers,545,545,506,,Drama
#N/A,Rodrigo Santoro,Focus,1214,1214,816,,Comedy
1982,Rohini Hattangadi,Gandhi,534,534,461,,Biography
2005,Romany Malco,The 40 Year Old Virgin,112,112,235,,Romance
1999,Ron Livingston,Office Space,953,953,11,,Comedy
2013,Ron Livingston,The Conjuring,953,953,509,,#N/A
1997,Ron Perlman,Alien: Resurrection,1199,1199,651,,#N/A
2002,Ron Perlman,Blade II,1199,1199,220,,#N/A
2004,Ron Perlman,Hellboy,1199,1199,572,,#N/A
2008,Ron Perlman,Hellboy II: The Golden Army,1199,1199,584,,#N/A
2010,Ron Perlman,Tangled,1199,1199,889,,Comedy
1987,Ronny Cox,RoboCop,1659,1659,431,,#N/A
2013,Rooney Mara,Her,852,852,315,,Romance
2016,Rooney Mara,Lion,852,852,251,,Biography
2013,Rooney Mara,Side Effects,852,852,851,,Drama
2011,Rooney Mara,The Girl with the Dragon Tattoo,852,852,340,,Drama
2010,Rooney Mara,The Social Network,852,852,475,,Biography
2002,Rory Culkin,Signs,78,78,518,,Drama
2002,Rosamund Pike,Die Another Day,536,536,837,,#N/A
2007,Rosamund Pike,Fracture,536,536,603,,Drama
#N/A,Rosamund Pike,Gone Girl,536,536,758,,Drama
#N/A,Rosamund Pike,Jack Reacher,536,536,663,,#N/A
2009,Rosamund Pike,Surrogates,536,536,723,,#N/A
2013,Rosamund Pike,The World's End,536,536,534,,Comedy
2012,Rosamund Pike,Wrath of the Titans,536,536,750,,#N/A
2002,Rosario Dawson,25th Hour,579,579,372,,Drama
2007,Rosario Dawson,Death Proof,579,579,504,,#N/A
#N/A,Rosario Dawson,Eagle Eye,579,579,214,,#N/A
2008,Rosario Dawson,Seven Pounds,579,579,940,,Romance
#N/A,Rosario Dawson,Unstoppable,579,579,410,,#N/A
2007,Rose Byrne,28 Weeks Later,1351,1351,168,,Drama
2011,Rose Byrne,Bridesmaids,1351,1351,83,,Romance
2010,Rose Byrne,Get Him to the Greek,1351,1351,27,,Music
#N/A,Rose Byrne,Insidious,1351,1351,660,,#N/A
2009,Rose Byrne,Knowing,1351,1351,549,,Drama
2014,Rose Byrne,Neighbors,1351,1351,496,,Comedy
2015,Rose Byrne,Spy,1351,1351,611,,Comedy
2007,Rose Byrne,Sunshine,1351,1351,540,,#N/A
2013,Rose Byrne,The Internship,1351,1351,862,,Comedy
2007,Rose McGowan,Grindhouse,392,392,380,,#N/A
2007,Rose McGowan,Planet Terror,392,392,638,,Comedy
2016,Rosemarie DeWitt,La La Land,901,901,295,,Music
1962,Rosemary Murphy,To Kill a Mockingbird,241,241,712,,Drama
1982,Roshan Seth,Gandhi,685,685,461,,Biography
2011,Rosie Huntington-Whiteley,Transformers: Dark of the Moon,1238,1238,865,,#N/A
#N/A,Rosie Shaw,Moon,1614,1614,652,,Drama
1937,Roy Atwell,Snow White and the Seven Dwarfs,472,472,332,,Animation
1984,Roy Dotrice,Amadeus,1641,1641,113,,Biography
1971,Roy Kinnear,Willy Wonka & the Chocolate Factory,1219,1219,984,,#N/A
#N/A,Roy Scheider,Jaws,1249,1249,157,,Drama
2006,Rudy Youngblood,Apocalypto,301,301,512,,Drama
#N/A,Rufus,Le fabuleux destin d'Amélie Poulain,868,868,788,,Romance
1998,Rufus Sewell,Dark City,596,596,510,,#N/A
2006,Rufus Sewell,The Illusionist,596,596,874,,Romance
2001,Rumi Hiiragi,Sen to Chihiro no kamikakushi,1458,1458,273,,Animation
2008,Rupert Friend,The Boy in the Striped Pyjamas,1048,1048,687,,Drama
2005,Rupert Graves,V for Vendetta,1079,1079,29,,Drama
2002,Rupert Grint,Harry Potter and the Chamber of Secrets,1520,1520,363,,#N/A
2010,Rupert Grint,Harry Potter and the Deathly Hallows: Part 1,1520,1520,98,,#N/A
#N/A,Rupert Grint,Harry Potter and the Deathly Hallows: Part 2,1520,1520,222,,Drama
2005,Rupert Grint,Harry Potter and the Goblet of Fire,1520,1520,490,,#N/A
#N/A,Rupert Grint,Harry Potter and the Half-Blood Prince,1520,1520,180,,#N/A
2007,Rupert Grint,Harry Potter and the Order of the Phoenix,1520,1520,65,,#N/A
2004,Rupert Grint,Harry Potter and the Prisoner of Azkaban,1520,1520,937,,#N/A
2001,Rupert Grint,Harry Potter and the Sorcerer's Stone,1520,1520,324,,#N/A
#N/A,Russell Brand,Despicable Me,1328,1328,931,,Comedy
2010,Russell Brand,Get Him to the Greek,1328,1328,27,,Music
2007,Russell Crowe,3:10 to Yuma,145,145,950,,Drama
2001,Russell Crowe,A Beautiful Mind,145,145,876,,Biography
2007,Russell Crowe,American Gangster,145,145,160,,Biography
2008,Russell Crowe,Body of Lies,145,145,980,,Drama
2005,Russell Crowe,Cinderella Man,145,145,721,,Biography
2000,Russell Crowe,Gladiator,145,145,80,,Drama
1997,Russell Crowe,L.A. Confidential,145,145,981,,Drama
2012,Russell Crowe,Les Misérables,145,145,62,,Drama
2003,Russell Crowe,Master and Commander: The Far Side of the World,145,145,822,,Drama
2014,Russell Crowe,Noah,145,145,599,,Drama
2010,Russell Crowe,Robin Hood,145,145,593,,Drama
#N/A,Russell Crowe,The Next Three Days,145,145,559,,Drama
2016,Russell Crowe,The Nice Guys,145,145,134,,Comedy
1982,Rutger Hauer,Blade Runner,1670,1670,598,,#N/A
1968,Ruth Gordon,Rosemary's Baby,1196,1196,941,,Drama
2009,Ruth Livier,Drag Me to Hell,1532,1532,382,,#N/A
2010,Ryan Gosling,Blue Valentine,1689,1689,957,,Romance
2011,Ryan Gosling,"Crazy, Stupid, Love.",1689,1689,483,,Romance
2011,Ryan Gosling,Drive,1689,1689,346,,Drama
2007,Ryan Gosling,Fracture,1689,1689,603,,Drama
2013,Ryan Gosling,Gangster Squad,1689,1689,71,,Drama
2016,Ryan Gosling,La La Land,1689,1689,295,,Music
2015,Ryan Gosling,The Big Short,1689,1689,777,,Comedy
#N/A,Ryan Gosling,The Ides of March,1689,1689,938,,Drama
2016,Ryan Gosling,The Nice Guys,1689,1689,134,,Comedy
2004,Ryan Gosling,The Notebook,1689,1689,139,,Romance
2012,Ryan Gosling,The Place Beyond the Pines,1689,1689,421,,Drama
2000,Ryan Hurst,Remember the Titans,757,757,433,,Biography
2002,Ryan McCluskey,Resident Evil,1365,1365,6,,Sci-Fi
1999,Ryan Phillippe,Cruel Intentions,449,449,782,,Romance
2011,Ryan Phillippe,The Lincoln Lawyer,449,449,368,,Drama
2014,Ryan Potter,Big Hero 6,531,531,635,,Animation
#N/A,Ryan Reynolds,Deadpool,1396,1396,903,,Comedy
#N/A,Ryan Reynolds,Green Lantern,1396,1396,604,,#N/A
#N/A,Ryan Reynolds,Safe House,1396,1396,622,,#N/A
2013,Ryan Reynolds,The Croods,1396,1396,244,,Animation
2009,Ryan Reynolds,The Proposal,1396,1396,182,,Romance
2009,Ryan Reynolds,X-Men Origins: Wolverine,1396,1396,753,,#N/A
2006,Sacha Baron Cohen,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1197,1197,653,,Comedy
2012,Sacha Baron Cohen,The Dictator,1197,1197,422,,Comedy
#N/A,Saffron Burrows,The Bank Job,1432,1432,47,,#N/A
2007,Salli Richardson-Whitfield,I Am Legend,367,367,557,,Drama
1994,Sally Field,Forrest Gump,52,52,299,,Romance
2012,Sally Field,Lincoln,52,52,177,,Biography
1993,Sally Field,Mrs. Doubtfire,52,52,288,,Comedy
2013,Sally Hawkins,Blue Jasmine,570,570,145,,Drama
1995,Salma Hayek,Desperado,1550,1550,395,,#N/A
2010,Salma Hayek,Grown Ups,1550,1550,360,,Comedy
2016,Sam Claflin,Me Before You,1130,1130,785,,Romance
2012,Sam Claflin,Snow White and the Huntsman,1130,1130,802,,Drama
2007,Sam Elliott,Ghost Rider,738,738,25,,#N/A
2003,Sam Elliott,Hulk,738,738,292,,#N/A
1993,Sam Neill,Jurassic Park,346,346,737,,#N/A
2001,Sam Neill,Jurassic Park III,346,346,678,,#N/A
1990,Sam Neill,The Hunt for Red October,346,346,610,,#N/A
2012,Sam Neill,The Vow,346,346,285,,Romance
2001,Sam Robards,Artificial Intelligence: AI,60,60,916,,Drama
#N/A,Sam Rockwell,Moon,574,574,652,,Drama
#N/A,Sam Rockwell,Seven Psychopaths,574,574,446,,Comedy
2005,Sam Rockwell,The Hitchhiker's Guide to the Galaxy,574,574,774,,Comedy
2009,Sam Worthington,Avatar,850,850,834,,#N/A
2010,Sam Worthington,Clash of the Titans,850,850,969,,#N/A
2016,Sam Worthington,Hacksaw Ridge,850,850,219,,Biography
2009,Sam Worthington,Terminator Salvation,850,850,196,,#N/A
2012,Sam Worthington,Wrath of the Titans,850,850,750,,#N/A
2012,Samantha Morton,John Carter,1126,1126,541,,#N/A
2002,Samantha Morton,Minority Report,1126,1126,39,,#N/A
1989,Samuel E. Wright,The Little Mermaid,121,121,709,,Animation
#N/A,Samuel L. Jackson,1408,743,743,21,,Drama
#N/A,Samuel L. Jackson,Captain America: The First Avenger,743,743,866,,#N/A
2014,Samuel L. Jackson,Captain America: The Winter Soldier,743,743,566,,#N/A
1995,Samuel L. Jackson,Die Hard: With a Vengeance,743,743,522,,#N/A
1997,Samuel L. Jackson,Jackie Brown,743,743,631,,Drama
2008,Samuel L. Jackson,Jumper,743,743,706,,#N/A
2014,Samuel L. Jackson,Kingsman: The Secret Service,743,743,684,,Comedy
1994,Samuel L. Jackson,Pulp Fiction,743,743,151,,Drama
2005,Samuel L. Jackson,Star Wars: Episode III - Revenge of the Sith,743,743,768,,#N/A
2015,Samuel L. Jackson,The Hateful Eight,743,743,393,,Drama
2004,Samuel L. Jackson,The Incredibles,743,743,505,,Animation
2000,Samuel L. Jackson,Unbreakable,743,743,231,,Drama
#N/A,Samuel L. Jackson,xXx,743,743,879,,#N/A
2004,Sanaa Lathan,AVP: Alien vs. Predator,912,912,642,,#N/A
2004,Sandra Bullock,Crash,1835,1835,417,,Drama
2013,Sandra Bullock,Gravity,1835,1835,646,,Drama
2015,Sandra Bullock,Minions,1835,1835,761,,Animation
2000,Sandra Bullock,Miss Congeniality,1835,1835,301,,Comedy
1994,Sandra Bullock,Speed,1835,1835,745,,#N/A
2009,Sandra Bullock,The Blind Side,1835,1835,809,,Biography
2009,Sandra Bullock,The Proposal,1835,1835,182,,Romance
#N/A,Sandra Oh,Sideways,1217,1217,316,,Romance
2007,Saoirse Ronan,Atonement,286,286,870,,Romance
2011,Saoirse Ronan,Hanna,286,286,293,,Drama
2009,Sarah Burns,"I Love You, Man",348,348,159,,Romance
2008,Sarah Clarke,Twilight,35,35,766,,Romance
2014,Sarah Gadon,Dracula Untold,732,732,551,,Drama
1996,Sarah Jessica Parker,Mars Attacks!,292,292,583,,Comedy
1999,Sarah Michelle Gellar,Cruel Intentions,510,510,782,,Romance
2004,Sarah Polley,Dawn of the Dead,1655,1655,738,,#N/A
#N/A,Sarah Polley,Mr. Nobody,1655,1655,829,,Romance
2007,Sarah Roemer,Disturbia,80,80,491,,Drama
#N/A,Sarah Roemer,Hachi: A Dog's Tale,80,80,617,,Drama
2012,Sarah Silverman,Wreck-It Ralph,1011,1011,255,,Comedy
2014,Sarah Snook,Predestination,1101,1101,140,,Drama
2011,Sareh Bayat,Jodaeiye Nader az Simin,363,363,958,,Drama
#N/A,Saskia Mulder,The Descent,418,418,321,,#N/A
2008,Saurabh Shukla,Slumdog Millionaire,1354,1354,401,,Romance
2016,Scarlett Johansson,Captain America: Civil War,377,377,810,,#N/A
2014,Scarlett Johansson,Captain America: The Winter Soldier,377,377,566,,#N/A
2014,Scarlett Johansson,Chef,377,377,259,,Comedy
2013,Scarlett Johansson,Don Jon,377,377,648,,Romance
2013,Scarlett Johansson,Her,377,377,315,,Romance
#N/A,Scarlett Johansson,Lost in Translation,377,377,276,,Drama
2014,Scarlett Johansson,Lucy,377,377,15,,Sci-Fi
2005,Scarlett Johansson,Match Point,377,377,317,,Romance
2012,Scarlett Johansson,The Avengers,377,377,906,,#N/A
2005,Scarlett Johansson,The Island,377,377,669,,#N/A
#N/A,Scarlett Johansson,The Prestige,377,377,502,,Drama
2008,Scarlett Johansson,Vicky Cristina Barcelona,377,377,384,,Romance
1980,Scatman Crothers,The Shining,716,716,615,,Drama
2014,Scoot McNairy,Non-Stop,1415,1415,820,,#N/A
2014,Scott Adsit,Big Hero 6,993,993,635,,Animation
2012,Scott Glenn,The Bourne Legacy,1428,1428,454,,#N/A
1990,Scott Glenn,The Hunt for Red October,1428,1428,610,,#N/A
2001,Scott Glenn,Training Day,1428,1428,985,,Drama
2005,Scott MacDonald,Jarhead,248,248,724,,Biography
2004,Scott Mechlowicz,EuroTrip,785,785,86,,Comedy
2003,Scott Speedman,Underworld,1530,1530,338,,#N/A
#N/A,Scott Speedman,Underworld: Evolution,1530,1530,576,,#N/A
1992,Scott Weinger,Aladdin,1190,1190,732,,Comedy
2004,Sean Astin,50 First Dates,687,687,82,,Romance
1985,Sean Astin,The Goonies,687,687,803,,Comedy
2002,Sean Bean,Equilibrium,1390,1390,389,,Drama
1995,Sean Bean,GoldenEye,1390,1390,260,,#N/A
2015,Sean Bean,Jupiter Ascending,1390,1390,46,,Sci-Fi
2004,Sean Bean,National Treasure,1390,1390,154,,#N/A
#N/A,Sean Bean,Silent Hill,1390,1390,310,,#N/A
2001,Sean Bean,The Lord of the Rings: The Fellowship of the Ring,1390,1390,194,,Drama
2010,Sean Bott,127 Hours,1113,1113,993,,Biography
#N/A,Sean Bridgers,Room,87,87,147,,Drama
#N/A,Sean Connery,Indiana Jones and the Last Crusade,318,318,138,,#N/A
1990,Sean Connery,The Hunt for Red October,318,318,610,,#N/A
1996,Sean Connery,The Rock,318,318,353,,#N/A
1987,Sean Connery,The Untouchables,318,318,366,,Drama
1998,Sean Gullette,Pi,594,594,815,,Drama
2007,Sean Hayes,The Bucket List,665,665,795,,Comedy
1999,Sean Patrick Flanery,The Boondock Saints,1798,1798,326,,#N/A
2006,Sean Patrick Thomas,The Fountain,1705,1705,390,,Drama
2003,Sean Penn,21 Grams,708,708,595,,Drama
1993,Sean Penn,Carlito's Way,708,708,241,,Drama
2013,Sean Penn,Gangster Squad,708,708,71,,Drama
